chromophore,source,target,edge,effect,t,df,p,q,ci_low,ci_high,cohens_d,n,significant,direction
HbO,S10_D10,S7_D4,S10_D10->S7_D4,0.1576110780965383,7.501617059094919,4.0,0.0008447474372844489,0.019288353909981463,0.09977860223508622,0.21438224694163088,3.354825137061659,5,True,+
HbO,S11_D10,S4_D3,S11_D10->S4_D3,0.1818723365604344,6.217400295714467,5.0,0.0007866995099434243,0.019288353909981463,0.10746086739522734,0.25425754782022264,2.5382430418549475,6,True,+
HbO,S11_D12,S11_D11,S11_D12->S11_D11,0.11006908859735758,6.060455482792728,5.0,0.0008825294024783501,0.019288353909981463,0.06355462807999392,0.1561063642411365,2.4741705902824767,6,True,+
HbO,S11_D13,S6_D5,S11_D13->S6_D5,0.09688369843778395,10.13320078813888,4.0,0.00026696304968644533,0.019288353909981463,0.07044252055759062,0.12318882659524545,4.531705158386596,5,True,+
HbO,S11_D13,S8_D7,S11_D13->S8_D7,0.11649181731692548,7.586591409422087,4.0,0.0008095310760579747,0.019288353909981463,0.07406060311792709,0.1585020146666661,3.3928268217967448,5,True,+
HbO,S12_D14,S10_D10,S12_D14->S10_D10,0.1577732671800453,8.074918377143181,4.0,0.0006388815755035295,0.019288353909981463,0.1040196250048389,0.2106078635336589,3.611213280810887,5,True,+
HbO,S12_D14,S4_D3,S12_D14->S4_D3,0.15877775180116316,8.208350294817194,4.0,0.0006002098056204444,0.019288353909981463,0.10557343705589212,0.2110756253606556,3.6708858484683367,5,True,+
HbO,S12_D5,S4_D3,S12_D5->S4_D3,0.2146683565469175,11.75125520225807,4.0,0.00015000419311591827,0.019288353909981463,0.16501671793086206,0.26323467961975733,5.255321090639417,5,True,+
HbO,S13_D12,S12_D5,S13_D12->S12_D5,0.09733132217769078,8.134804502254044,4.0,0.0006211549370130743,0.019288353909981463,0.06422678473085829,0.13022187862344944,3.637995170142276,5,True,+
HbO,S13_D13,S1_D1,S13_D13->S1_D1,0.15174331161764962,8.552480613104734,4.0,0.0005130638426493885,0.019288353909981463,0.10291391125997658,0.19984311793052795,3.8247856054302525,5,True,+
HbO,S13_D15,S16_D16,S13_D15->S16_D16,0.10738422617258518,8.773257068615905,4.0,0.00046533741610661636,0.019288353909981463,0.07355171566497033,0.1409698513644378,3.9235198379011407,5,True,+
HbO,S14_D13,S10_D10,S14_D13->S10_D10,0.13407246355134067,8.709240618423372,4.0,0.0004785878902552756,0.019288353909981463,0.09162660116186842,0.17603201567776017,3.8948908110393936,5,True,+
HbO,S14_D13,S13_D12,S14_D13->S13_D12,0.1354054866450373,7.514142856828076,5.0,0.0003302212001641409,0.019288353909981463,0.08939461425336225,0.18083966437059326,3.06763597560131,6,True,+
HbO,S14_D13,S9_D7,S14_D13->S9_D7,0.13955132903661477,13.904304963730794,4.0,7.757015425768123e-05,0.019288353909981463,0.1119477802682825,0.16693968094435446,6.21819421575796,5,True,+
HbO,S14_D14,S10_D10,S14_D14->S10_D10,0.15329059897171754,7.924378894235961,4.0,0.0006862858677774173,0.019288353909981463,0.10003800006305924,0.2056675025951959,3.543889977395245,5,True,+
HbO,S14_D14,S10_D11,S14_D14->S10_D11,0.1693021266334771,6.593746799432511,5.0,0.0006027417978521158,0.019288353909981463,0.10392712795950085,0.23322046023153212,2.691885858619891,6,True,+
HbO,S14_D14,S4_D5,S14_D14->S4_D5,0.1771003744432954,6.228554045887557,5.0,0.0007803686318234117,0.019288353909981463,0.10473227770420646,0.24760277815871032,2.5427965412953726,6,True,+
HbO,S14_D14,S9_D9,S14_D14->S9_D9,0.1632856052374858,8.278646746372864,5.0,0.00020983226994330834,0.019288353909981463,0.11311492733896773,0.21262573547025934,3.379743381560944,6,True,+
HbO,S14_D15,S4_D3,S14_D15->S4_D3,0.13566962263284518,6.862701384118691,5.0,0.0005020506267232692,0.019288353909981463,0.08517103848607868,0.18547299238297552,2.8016861080304425,6,True,+
HbO,S14_D15,S8_D7,S14_D15->S8_D7,0.1541017624714842,8.045737940764,4.0,0.0006477459110160285,0.019288353909981463,0.10138484651328279,0.20595568598196404,3.598163392939496,5,True,+
HbO,S15_D15,S2_D1,S15_D15->S2_D1,0.10106083245937411,6.3179076019567,5.0,0.0007317622370244345,0.019288353909981463,0.060074876530671215,0.14170659832057336,2.5792749778074677,6,True,+
HbO,S15_D15,S5_D3,S15_D15->S5_D3,0.15073867599101262,6.319252966159728,5.0,0.0007310581355379813,0.019288353909981463,0.08986391771007424,0.21049133540288503,2.5798242204434048,6,True,+
HbO,S15_D15,S7_D8,S15_D15->S7_D8,0.16191604338804513,7.446977470205725,5.0,0.00034429241369393783,0.019288353909981463,0.10656041494088614,0.2162710749628828,3.040215821334391,6,True,+
HbO,S15_D15,S8_D6,S15_D15->S8_D6,0.09948844070661303,7.625278343467962,5.0,0.0003084060355762695,0.019288353909981463,0.06607206707770016,0.13268190178715566,3.113006848031913,6,True,+
HbO,S15_D16,S4_D3,S15_D16->S4_D3,0.19674886537510175,9.083872690732857,4.0,0.0004071362435577762,0.019288353909981463,0.13754104528203243,0.25455566066110075,4.062431367086518,5,True,+
HbO,S15_D16,S5_D4,S15_D16->S5_D4,0.2268558550434589,10.404496568840118,4.0,0.00024096493894057138,0.019288353909981463,0.16766568661153244,0.2844163519133057,4.653032319917965,5,True,+
HbO,S15_D16,S8_D6,S15_D16->S8_D6,0.1804123855950829,9.325515319280031,4.0,0.0003680016136932864,0.019288353909981463,0.1274049633710956,0.23239217399025386,4.17049723582516,5,True,+
HbO,S15_D16,S9_D7,S15_D16->S9_D7,0.20076327188432172,8.174447881364857,4.0,0.0006097544783170639,0.019288353909981463,0.13359627700887305,0.2660943327782789,3.6557242282521916,5,True,+
HbO,S15_D2,S9_D7,S15_D2->S9_D7,0.0724412770108485,7.407430848385238,4.0,0.0008860213274706614,0.019288353909981463,0.045337287364493696,0.09943869135988884,3.312703783123666,5,True,+
HbO,S16_D15,S11_D13,S16_D15->S11_D13,0.12013643805619527,12.763580461558748,4.0,0.0001085586648189487,0.019288353909981463,0.09417957172942407,0.1459300806045278,5.7080467096667,5,True,+
HbO,S16_D15,S5_D6,S16_D15->S5_D6,0.12665646415974252,7.708991126692819,4.0,0.000761934230154086,0.019288353909981463,0.08129802687829898,0.1714913553324993,3.447565639445567,5,True,+
HbO,S16_D15,S7_D6,S16_D15->S7_D6,0.11786875413157386,12.19661246209025,4.0,0.00012970227375591568,0.019288353909981463,0.09120798809391652,0.14436067418902493,5.454490912090975,5,True,+
HbO,S16_D16,S13_D13,S16_D16->S13_D13,0.09762519765306209,13.609272319770795,4.0,8.439347032935732e-05,0.019288353909981463,0.0777993103418662,0.11737390187937852,6.08625160626275,5,True,+
