chromophore,source,target,edge,effect,t,df,p,q,ci_low,ci_high,cohens_d,n,significant,direction
HbO,S1_D16,S12_D11,S1_D16->S12_D11,0.13890220094597588,16.186830410316645,5.0,8.201014912139366e-06,0.009126807818183607,0.11706463717971727,0.16060550974977203,6.608245843040242,6,True,+
HbO,S3_D4,S13_D12,S3_D4->S13_D12,0.08055782726679322,15.073047899196832,5.0,1.1641336502785212e-05,0.009126807818183607,0.06686455836380183,0.09422075612272544,6.153546036927029,6,True,+
HbO,S8_D7,S1_D16,S8_D7->S1_D16,0.132618457001337,16.729670944804056,5.0,6.971938844651073e-06,0.009126807818183607,0.11242880995173096,0.1526986487654858,6.829859563239217,6,True,+
HbO,S10_D10,S15_D16,S10_D10->S15_D16,0.13662506542205255,7.393902490094162,5.0,0.00035591616828617965,0.01374427132119377,0.08944681674839708,0.1831915847625181,3.0185480514374423,6,True,+
HbO,S10_D10,S3_D4,S10_D10->S3_D4,0.12549921932115182,7.282925614078303,5.0,0.00038175835071292447,0.01374427132119377,0.08145254639193517,0.16905663102939422,2.9732419315229475,6,True,+
HbO,S10_D10,S5_D4,S10_D10->S5_D4,0.20905097996013627,9.211214821715846,5.0,0.0001265766986164021,0.01374427132119377,0.1517838417597118,0.2649193033662069,3.760462704060891,6,True,+
HbO,S10_D11,S9_D9,S10_D11->S9_D9,0.12722933749985907,7.498120838626377,5.0,0.0003335149442684569,0.01374427132119377,0.08386938378639504,0.17010840866334664,3.061095014060686,6,True,+
HbO,S11_D13,S3_D1,S11_D13->S3_D1,0.08438903220666909,7.28034349967741,5.0,0.0003823855951422682,0.01374427132119377,0.054668102472451845,0.11396056006384477,2.9721877877330005,6,True,+
HbO,S12_D11,S16_D16,S12_D11->S16_D16,0.1504401177696537,7.9351177946689,5.0,0.0002560403382412027,0.01374427132119377,0.10212561160537105,0.1980465496473279,3.239498274302958,6,True,+
HbO,S12_D11,S1_D16,S12_D11->S1_D16,0.15627982427217504,7.751250464280214,5.0,0.00028571134124826946,0.01374427132119377,0.10492744829092096,0.20680100027865986,3.1644347509996225,6,True,+
HbO,S12_D11,S3_D1,S12_D11->S3_D1,0.16951068391387641,7.935737062070645,5.0,0.00025594676515506946,0.01374427132119377,0.1152051736941527,0.22280596135874017,3.23975108916106,6,True,+
