chromophore,source,target,edge,effect,t,df,p,q,ci_low,ci_high,cohens_d,n,significant,direction
HbO,S15_D2,S9_D9,S15_D2--S9_D9,0.18167641281430524,11.402415651708987,4.0,0.00033745562808710784,0.39684781863043883,0.2223389066064239,0.3654675587653652,5.099315300985771,6,False,+
HbO,S10_D10,S11_D10,S10_D10--S11_D10,0.10418759857810056,2.435250035412209,4.0,0.07157419728295411,0.8781869688728351,-0.0801249041094203,1.2238939256986456,1.0890769242780938,6,False,+
HbO,S10_D10,S11_D11,S10_D10--S11_D11,0.09941443791696802,1.105903985856584,4.0,0.33080378913141467,0.8781869688728351,-0.4889621378505424,1.136351383073212,0.4945752977926576,6,False,+
HbO,S10_D10,S11_D13,S10_D10--S11_D13,0.07962990536999504,1.2874170686274562,4.0,0.2673901189219787,0.8781869688728351,-0.08466586661443158,0.23107047301877237,0.5757504161689008,6,False,+
HbO,S10_D10,S12_D13,S10_D10--S12_D13,0.15495485771230866,1.4115110483257938,4.0,0.23093634454769563,0.8781869688728351,-0.3848862610723319,1.1809264904404926,0.6312469310096931,6,False,+
HbO,S10_D10,S12_D14,S10_D10--S12_D14,0.16593534908921936,2.5900081416938456,4.0,0.0606833921854649,0.8781869688728351,-0.0173192812000294,0.4985229918087379,1.158286853421069,6,False,+
HbO,S10_D10,S13_D13,S10_D10--S13_D13,0.21444494103540013,1.2248781683432828,4.0,0.28781904345246473,0.8781869688728351,-0.39460741022944584,1.0176498202931907,0.5477821697142022,6,False,+
HbO,S10_D10,S13_D15,S10_D10--S13_D15,0.37684985774039165,1.800526985323684,4.0,0.1461487372149139,0.8781869688728351,-0.23214758371616045,1.0887522118022808,0.8052201469013046,6,False,+
HbO,S10_D10,S1_D1,S10_D10--S1_D1,0.346598245388295,1.8469831833541868,4.0,0.13847276443731318,0.8781869688728351,-0.2706756490046439,1.3464235846778494,0.8259959902557839,6,False,+
HbO,S10_D10,S1_D16,S10_D10--S1_D16,0.2360440723013295,1.5869749692060051,4.0,0.18770793418362108,0.8781869688728351,-0.23707112686724208,0.8696653095636793,0.7097167819470526,6,False,+
